"CAUSABAS","capitulo_cid10","causabas_categoria"
"M23"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos internos dos joelhos"
"M24"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos articulares específicos"
"M25"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos articulares não classificados em outra parte"
"M30"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Poliarterite nodosa e afecções correlatas"
"M31"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras vasculopatias necrotizantes"
"M32"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Lúpus eritematoso disseminado [sistêmico]"
"M33"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Dermatopoliomiosite"
"M34"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Esclerose sistêmica"
"M35"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras afecções sistêmicas do tecido conjuntivo"
"M36"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte"
"M40"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Cifose e lordose"
"M41"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Escoliose"
"M42"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteocondrose da coluna vertebral"
"M43"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras dorsopatias deformantes"
"M45"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Espondilite ancilosante"
"M46"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras espondilopatias inflamatórias"
"M47"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Espondilose"
"M48"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras espondilopatias"
"M49"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Espondilopatias em doenças classificadas em outra parte"
"M50"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos dos discos cervicais"
"M51"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos de discos intervertebrais"
"M53"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras dorsopatias não classificadas em outra parte"
"M54"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Dorsalgia"
"M60"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Miosite"
"M61"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Calcificação e ossificação do músculo"
"M62"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos musculares"
"M63"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos de músculo em doenças classificadas em outra parte"
"M65"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Sinovite e tenossinovite"
"M66"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Ruptura espontânea de sinóvia e de tendão"
"M67"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos das sinóvias e dos tendões"
"M68"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtorno de sinóvias e de tendões em doenças classificadas em outra parte"
"M70"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão"
"M71"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras bursopatias"
"M72"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos fibroblásticos"
"M73"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos dos tecidos moles em doenças classificadas em outra parte"
"M75"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Lesões do ombro"
"M76"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Entesopatias dos membros inferiores, excluindo pé"
"M77"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras entesopatias"
"M79"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos dos tecidos moles, não classificados em outra parte"
"M80"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteoporose com fratura patológica"
"M81"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteoporose sem fratura patológica"
"M82"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteoporose em doenças classificadas em outra parte"
"M83"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteomalácia do adulto"
"M84"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos da continuidade do osso"
"M85"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos da densidade e da estrutura ósseas"
"M86"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteomielite"
"M87"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteonecrose"
"M88"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Doença de Paget do osso (osteíte deformante)"
"M89"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos ósseos"
"M90"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteopatias em doenças classificadas em outra parte"
"M91"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Osteocondrose juvenil do quadril e da pelve"
"M92"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras osteocondroses juvenis"
"M93"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras osteocondropatias"
"M94"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outros transtornos das cartilagens"
"M95"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Outras deformidades adquiridas do sistema osteomuscular e do tecido conjuntivo"
"M96"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Transtornos osteomusculares pós-procedimentos não classificados em outra parte"
"M99"," XIII - Doenças do sistema osteomuscular e do tecido conjuntivo","Lesões biomecânicas não classificadas em outra parte"
"N00"," XIV - Doenças do aparelho geniturinário","Síndrome nefrítica aguda"
"N01"," XIV - Doenças do aparelho geniturinário","Síndrome nefrítica rapidamente progressiva"
"N02"," XIV - Doenças do aparelho geniturinário","Hematúria recidivante e persistente"
"N03"," XIV - Doenças do aparelho geniturinário","Síndrome nefrítica crônica"
"N04"," XIV - Doenças do aparelho geniturinário","Síndrome nefrótica"
"N05"," XIV - Doenças do aparelho geniturinário","Síndrome nefrítica não especificada"
"N06"," XIV - Doenças do aparelho geniturinário","Proteinúria isolada com lesão morfológica especificada"
"N07"," XIV - Doenças do aparelho geniturinário","Nefropatia hereditária não classificada em outra parte"
"N08"," XIV - Doenças do aparelho geniturinário","Transtornos glomerulares em doenças classificadas em outra parte"
"N10"," XIV - Doenças do aparelho geniturinário","Nefrite túbulo-intersticial aguda"
"N11"," XIV - Doenças do aparelho geniturinário","Nefrite túbulo-intersticial crônica"
"N12"," XIV - Doenças do aparelho geniturinário","Nefrite túbulo-intersticial não especificada se aguda ou crônica"
"N13"," XIV - Doenças do aparelho geniturinário","Uropatia obstrutiva e por refluxo"
"N14"," XIV - Doenças do aparelho geniturinário","Afecções tubulares e túbulo-intersticiais induzidas por drogas ou metais pesados"
"N15"," XIV - Doenças do aparelho geniturinário","Outras doenças renais túbulo-intersticiais"
"N16"," XIV - Doenças do aparelho geniturinário","Transtornos renais túbulo-intersticiais em doenças classificadas em outra parte"
"N17"," XIV - Doenças do aparelho geniturinário","Insuficiência renal aguda"
"N18"," XIV - Doenças do aparelho geniturinário","Insuficiência renal crônica"
"N19"," XIV - Doenças do aparelho geniturinário","Insuficiência renal não especificada"
"N20"," XIV - Doenças do aparelho geniturinário","Calculose do rim e do ureter"
"N21"," XIV - Doenças do aparelho geniturinário","Calculose do trato urinário inferior"
"N22"," XIV - Doenças do aparelho geniturinário","Calculose do trato urinário inferior em doenças classificadas em outra parte"
"N23"," XIV - Doenças do aparelho geniturinário","Cólica nefrética não especificada"
"N25"," XIV - Doenças do aparelho geniturinário","Transtornos resultantes de função renal tubular alterada"
"N26"," XIV - Doenças do aparelho geniturinário","Rim contraído, não especificado"
"N27"," XIV - Doenças do aparelho geniturinário","Hipoplasia renal de causa desconhecida"
"N28"," XIV - Doenças do aparelho geniturinário","Outros transtornos do rim e do ureter não classificado em outra parte"
"N29"," XIV - Doenças do aparelho geniturinário","Outros transtornos do rim e do ureter em doenças classificadas em outra parte"
"N30"," XIV - Doenças do aparelho geniturinário","Cistite"
"N31"," XIV - Doenças do aparelho geniturinário","Disfunções neuromusculares da bexiga não classificados em outra parte"
"N32"," XIV - Doenças do aparelho geniturinário","Outros transtornos da bexiga"
"N33"," XIV - Doenças do aparelho geniturinário","Transtornos da bexiga em doenças classificadas em outra parte"
"N34"," XIV - Doenças do aparelho geniturinário","Uretrite e síndrome uretral"
"N35"," XIV - Doenças do aparelho geniturinário","Estenose da uretra"
"N36"," XIV - Doenças do aparelho geniturinário","Outros transtornos da uretra"
"N37"," XIV - Doenças do aparelho geniturinário","Transtornos da uretra em doenças classificadas em outra parte"
"N39"," XIV - Doenças do aparelho geniturinário","Outros transtornos do trato urinário"
"N40"," XIV - Doenças do aparelho geniturinário","Hiperplasia da próstata"
"N41"," XIV - Doenças do aparelho geniturinário","Doenças inflamatórias da próstata"
"N42"," XIV - Doenças do aparelho geniturinário","Outras afecções da próstata"
"N43"," XIV - Doenças do aparelho geniturinário","Hidrocele e espermatocele"
"N44"," XIV - Doenças do aparelho geniturinário","Torção do testículo"
"N45"," XIV - Doenças do aparelho geniturinário","Orquite e epididimite"
"N46"," XIV - Doenças do aparelho geniturinário","Infertilidade masculina"
"N47"," XIV - Doenças do aparelho geniturinário","Hipertrofia do prepúcio, fimose e parafimose"
"N48"," XIV - Doenças do aparelho geniturinário","Outros transtornos do pênis"
"N49"," XIV - Doenças do aparelho geniturinário","Transtornos inflamatórios de órgãos genitais masculinos, não classificados em outra parte"
"N50"," XIV - Doenças do aparelho geniturinário","Outros transtornos dos órgãos genitais masculinos"
"N51"," XIV - Doenças do aparelho geniturinário","Transtornos dos órgãos genitais masculinos em doenças classificadas em outra parte"
"N60"," XIV - Doenças do aparelho geniturinário","Displasias mamárias benignas"
"N61"," XIV - Doenças do aparelho geniturinário","Transtornos inflamatórios da mama"
"N62"," XIV - Doenças do aparelho geniturinário","Hipertrofia da mama"
"N63"," XIV - Doenças do aparelho geniturinário","Nódulo mamário não especificado"
"N64"," XIV - Doenças do aparelho geniturinário","Outras doenças da mama"
"N70"," XIV - Doenças do aparelho geniturinário","Salpingite e ooforite"
"N71"," XIV - Doenças do aparelho geniturinário","Doença inflamatória do útero, exceto o colo"
"N72"," XIV - Doenças do aparelho geniturinário","Doença inflamatória do colo do útero"
"N73"," XIV - Doenças do aparelho geniturinário","Outras doenças inflamatórias pélvicas femininas"
"N74"," XIV - Doenças do aparelho geniturinário","Transtornos inflamatórios da pelve feminina em doenças classificadas em outra parte"
"N75"," XIV - Doenças do aparelho geniturinário","Doenças da glândula de Bartholin"
"N76"," XIV - Doenças do aparelho geniturinário","Outras afecções inflamatórias da vagina e da vulva"
"N77"," XIV - Doenças do aparelho geniturinário","Ulceração e inflamação vulvovaginais em doenças classificadas em outra parte"
"N80"," XIV - Doenças do aparelho geniturinário","Endometriose"
"N81"," XIV - Doenças do aparelho geniturinário","Prolapso genital feminino"
"N82"," XIV - Doenças do aparelho geniturinário","Fístulas do trato genital feminino"
"N83"," XIV - Doenças do aparelho geniturinário","Transtornos não-inflamatórios do ovário, da trompa de Falópio e do ligamento largo"
"N84"," XIV - Doenças do aparelho geniturinário","Pólipo do trato genital feminino"
"N85"," XIV - Doenças do aparelho geniturinário","Outros transtornos não-inflamatórios do útero, exceto do colo do útero"
"N86"," XIV - Doenças do aparelho geniturinário","Erosão e ectrópio do colo do útero"
"N87"," XIV - Doenças do aparelho geniturinário","Displasia do colo do útero"
"N88"," XIV - Doenças do aparelho geniturinário","Outros transtornos não-inflamatórios do colo do útero"
"N89"," XIV - Doenças do aparelho geniturinário","Outros transtornos não-inflamatórios da vagina"
"N90"," XIV - Doenças do aparelho geniturinário","Outros transtornos não-inflamatórios da vulva e do períneo"
"N91"," XIV - Doenças do aparelho geniturinário","Menstruação ausente, escassa e pouco freqüente"
